,ngram,ngram_index
5886,quality basically never,8363
5887,basically never wear,618
5888,never wear corduroy,6993
5889,wear corduroy add,12150
5890,corduroy add pounds,1967
5891,add pounds pair,70
5892,pounds pair pants,8099
5893,pair pants thinking,7518
5894,pants thinking another,7589
5895,thinking another color,10999
5896,fell love dress,3391
5897,love dress soon,6204
5898,dress soon came,2687
5899,soon came across,10236
5900,came across online,1327
5901,across online ordered,49
5902,online ordered dress,7299
5903,ordered dress large,7370
5904,dress large fit,2618
5905,large fit perfectly,5279
5906,fit perfectly smaller,3603
5907,perfectly smaller top,7776
5908,smaller top larger,10079
5909,top larger bottom,11293
5910,larger bottom pear,5322
5911,bottom pear shaped,1047
5912,pear shaped dress,7665
5913,shaped dress fit,9262
5914,dress fit well,2580
5915,fit well hid,3643
5916,well hid flaws,12366
5917,hid flaws problem,4655
5918,flaws problem wrinkled,3833
5919,problem wrinkled easily,8237
5920,wrinkled easily wondering,12835
5921,easily wondering received,2806
5922,wondering received dress,12568
5923,received dress sitting,8548
5924,dress sitting around,2681
5925,sitting around awhile,9597
5926,around awhile since,410
5927,awhile since covered,498
5928,since covered lint,9573
5929,covered lint white,2053
5930,lint white fuzz,5742
5931,white fuzz received,12456
5932,fuzz received mail,4017
5933,received mail design,8552
5934,mail design absolutely,6444
5935,design absolutely beautiful,2351
5936,absolutely beautiful incredible,17
5937,beautiful incredible embroidery,651
5938,top runs large,11328
5939,runs large sure,8943
5940,large sure reminds,5308
5941,sure reminds tunic,10686
5942,reminds tunic due,8651
5943,tunic due length,11582
5944,due length nice,2779
5945,length nice detailing,5481
5946,nice detailing around,7013
5947,around neck sleeves,421
5948,neck sleeves paisley,6913
5949,sleeves paisley print,9914
5950,paisley print side,7535
5951,print side hems,8212
5952,side hems super,9516
5953,hems super cute,4644
5954,super cute size,10649
5955,petite fit great,7825
5956,fit great except,3555
5957,great except bust,4395
5958,except bust shoulder,3062
5959,bust shoulder area,1254
5960,shoulder area really,9435
5961,area really tight,363
5962,dress perfect occasion,2649
5963,perfect occasion looks,7729
5964,occasion looks great,7161
5965,looks great every,6072
5966,great every shoe,4393
5967,every shoe flattering,3031
5968,loved dress loved,6324
5969,dress loved pattern,2628
5970,loved pattern cut,6331
5971,pattern cut unfortunately,7635
5972,cut unfortunately work,2162
5973,unfortunately work cut,11696
5974,work cut low,12613
5975,cut low arm,2144
5976,low arm pits,6366
5977,arm pits therefore,380
5978,pits therefore showed,7985
5979,therefore showed much,10904
5980,showed much breast,9481
5981,much breast made,6813
5982,breast made wear,1170
5983,made wear bra,6437
5984,wear bra either,12140
5985,bra either solution,1148
5986,either solution sticky,2845
5987,solution sticky boobs,10205
5988,sticky boobs work,10353
5989,boobs work either,1008
5990,work either side,12616
5991,either side breast,2844
5992,side breast shows,9509
5993,breast shows hated,1171
5994,shows hated send,9495
5995,hated send back,4567
5996,send back butstill,9191
5997,back butstill looking,511
5998,butstill looking something,1269
5999,looking something similar,6046
6000,something similar great,10224
6001,dress ran small,2657
6002,ran small arms,8436
6003,small arms returned,9980
6004,arms returned bigger,399
6005,returned bigger size,8725
6006,bigger size dress,796
6007,size dress got,9627
6008,dress got huge,2599
6009,got huge rip,4300
6010,huge rip decorative,4896
6011,rip decorative threading,8846
6012,decorative threading back,2285
6013,threading back cannot,11068
6014,back cannot believe,512
6015,cannot believe product,1349
6016,believe product checked,710
6017,product checked flaws,8239
6018,checked flaws huge,1464
6019,flaws huge shipping,3832
6020,huge shipping asked,4897
6021,shipping asked another,9297
6022,asked another one,444
6023,one size see,7257
6024,size see defective,9722
6025,pretty top love,8165
6026,top love color,11301
6027,love color large,6179
6028,color large ruffle,1636
6029,large ruffle makes,5299
6030,ruffle makes great,8899
6031,makes great layering,6479
6032,great layering pretty,4420
6033,layering pretty necklace,5360
6034,dress fun comfy,2593
6035,fun comfy slip,3996
6036,comfy slip comes,1827
6037,slip comes pulls,9958
6038,comes pulls whole,1746
6039,pulls whole dress,8291
6040,whole dress together,12474
6041,dress together great,2704
6042,together great warm,11195
6043,great warm fall,4464
6044,warm fall days,12015
6045,fall days see,3270
6046,days see warn,2259
6047,see warn leggings,9150
6048,warn leggings boots,12031
6049,leggings boots winter,5431
6050,boots winter love,1033
6051,winter love combination,12508
6052,love combination blocked,6184
6053,combination blocked deep,1739
6054,blocked deep colors,926
6055,deep colors along,2286
6056,colors along side,1687
6057,along side pastels,156
6058,side pastels length,9524
6059,pastels length right,7630
6060,length right short,5497
6061,cute design casual,2173
6062,design casual top,2355
6063,casual top however,1423
6064,top however little,11285
6065,however little snug,4865
6066,little snug bust,5816
6067,snug bust medium,10098
6068,bust medium returned,1249
6069,got dark coral,4291
6070,dark coral color,2221
6071,coral color lovely,1963
6072,color lovely taking,1646
6073,lovely taking hawaii,6361
6074,took leap ordered,11215
6075,leap ordered top,5394
6076,ordered top colors,7425
6077,top colors style,11248
6078,colors style bohemian,1718
6079,style bohemian flowy,10527
6080,bohemian flowy knew,993
6081,flowy knew fit,3864
6082,knew fit bill,5218
6083,fit bill purposely,3528
6084,bill purposely bought,803
6085,purposely bought blouses,8346
6086,bought blouses read,1071
6087,blouses read reviews,949
6088,read reviews knew,8461
6089,reviews knew needed,8777
6090,knew needed run,5219
6091,needed run larger,6966
6092,run larger side,8922
6093,larger side love,5327
6094,side love colorways,9517
6095,love colorways equally,6183
6096,colorways equally said,1734
6097,equally said blue,2935
6098,said blue yellow,8974
6099,blue yellow pattern,964
6100,yellow pattern runs,12939
6101,pattern runs whole,7646
6102,runs whole size,8960
6103,whole size smaller,12477
6104,size smaller brown,9738
6105,smaller brown patterned,10065
6106,brown patterned blouse,1198
6107,patterned blouse fit,7651
6108,blouse fit fabric,932
6109,fit fabric even,3542
6110,fabric even feel,3168
6111,even feel different,2969
6112,feel different blue,3336
6113,different blue yellow,2425
6114,blue yellow thicker,965
6115,yellow thicker less,12940
6116,thicker less flowy,10921
6117,less flowy fits,5509
6118,flowy fits exactly,3861
6119,fits exactly body,3664
6120,exactly body instead,3051
6121,body instead bei,977
6122,cords soft comfy,1964
6123,soft comfy normal,10123
6124,comfy normal size,1824
6125,normal size tts,7093
6126,size tts length,9755
6127,tts length fine,11552
6128,length fine height,5465
6129,fine height really,3482
6130,height really like,4605
6131,really like bronze,8505
6132,like bronze color,5565
6133,bronze color almost,1192
6134,color almost yellow,1601
6135,soft silky lined,10169
6136,silky lined silky,9548
6137,lined silky natural,5728
6138,silky natural fabric,9549
6139,natural fabric hangs,6883
6140,fabric hangs great,3185
6141,hangs great without,4526
6142,great without weighty,4473
6143,without weighty extremely,12545
6144,weighty extremely flattering,12337
6145,extremely flattering xl,3129
6146,flattering xl short,3827
6147,xl short body,12853
6148,short body petite,9365
6149,body petite tunic,982
6150,petite tunic dresses,7861
6151,tunic dresses always,11581
6152,dresses always order,2746
6153,always order regular,243
6154,order regular sizes,7354
6155,regular sizes go,8634
6156,sizes go hint,9788
6157,go hint kneesexactly,4172
6158,hint kneesexactly need,4709
6159,kneesexactly need lovely,5217
6160,need lovely details,6950
6161,lovely details sequins,6347
6162,details sequins weighted,2410
6163,sequins weighted tassels,9204
6164,weighted tassels highly,12335
6165,tassels highly recommend,10842
6166,tried dress today,11425
6167,dress today ended,2703
6168,today ended buying,11182
6169,ended buying thicker,2891
6170,buying thicker material,1316
6171,thicker material looks,10922
6172,material looks better,6551
6173,looks better person,6052
6174,better person red,750
6175,person red white,7803
6176,red white striped,8595
6177,white striped uneven,12468
6178,striped uneven hem,10495
6179,uneven hem back,11677
6180,hem back dress,4621
6181,back dress bit,518
6182,dress bit like,2533
6183,bit like swim,831
6184,like swim suit,5668
6185,swim suit probably,10761
6186,suit probably best,10596
6187,probably best smaller,8221
6188,best smaller chests,736
6189,smaller chests guessing,10067
6190,chests guessing runs,1494
6191,guessing runs little,4494
6192,runs little bit,8945
6193,little bit big,5758
6194,bit big medium,814
6195,big medium fit,780
6196,medium fit nicely,6651
6197,fit nicely lately,3585
6198,nicely lately large,7070
6199,lately large mediumsmall,5344
6200,large mediumsmall large,5290
6201,love love care,6240
6202,love care knows,6174
6203,care knows bought,1390
6204,knows bought vest,5242
6205,bought vest whim,1123
6206,vest whim glad,11859
6207,whim glad soft,12443
6208,glad soft cozy,4149
6209,soft cozy medium,10125
6210,cozy medium brown,2062
6211,medium brown color,6647
6212,brown color makes,1197
6213,color makes highly,1648
6214,makes highly versatile,6480
6215,highly versatile well,4704
6216,versatile well ive,11843
6217,well ive tried,12368
6218,ive tried faux,5044
6219,tried faux fur,11428
6220,faux fur vests,3315
6221,fur vests bulky,4015
6222,vests bulky taste,11860
6223,bulky taste bulky,1220
6224,taste bulky warm,10844
6225,bulky warm hangs,1222
6226,warm hangs well,12018
6227,hangs well curvyathletic,4529
6228,well curvyathletic frame,12352
6229,curvyathletic frame small,2126
6230,frame small right,3920
6231,small right try,10034
6232,right try vest,8841
6233,try vest oni,11527
6234,vest oni promise,11857
6235,oni promise love,7280
6236,based reviews others,610
6237,reviews others ordered,8780
6238,others ordered dress,7454
6239,ordered dress size,7371
6240,dress size larger,2682
6241,size larger usually,9676
6242,larger usually wear,5333
6243,usually wear fits,11803
6244,wear fits perfect,12163
6245,fits perfect got,3683
6246,perfect got perfect,7706
6247,got perfect casual,4313
6248,perfect casual dress,7687
6249,casual dress pretty,1409
6250,dress pretty much,2654
6251,pretty much anytime,8150
6252,much anytime year,6807
6253,anytime year worn,321
6254,year worn sandals,12929
6255,worn sandals spring,12690
6256,sandals spring summer,9022
6257,spring summer boots,10299
6258,summer boots winter,10600
6259,works great frame,12659
6260,great frame pretty,4409
6261,frame pretty feminine,3919
6262,pretty feminine great,8142
6263,feminine great skinny,3413
6264,great skinny jeans,4450
6265,skinny jeans booties,9831
6266,bought dress wear,1084
6267,dress wear one,2714
6268,wear one upcoming,12183
6269,one upcoming events,7270
6270,upcoming events leading,11726
6271,events leading wedding,3008
6272,leading wedding mexico,5393
6273,wedding mexico perfect,12291
6274,mexico perfect mix,6696
6275,perfect mix casual,7727
6276,mix casual yet,6748
6277,casual yet refined,1426
6278,yet refined another,12961
6279,refined another reviewer,8609
6280,another reviewer mentioned,295
6281,reviewer mentioned bit,8751
6282,mentioned bit tight,6683
6283,bit tight bust,861
6284,tight bust luckily,11103
6285,bust luckily blessed,1248
6286,luckily blessed area,6388
6287,blessed area would,922
6288,area would caution,371
6289,would caution absolutely,12725
6290,caution absolutely stretch,1436
6291,absolutely stretch dress,29
6292,stretch dress true,10465
6293,dress true straight,2707
6294,true straight shift,11491
6295,straight shift going,10446
6296,shift going rock,9289
6297,going rock turquoise,4218
6298,rock turquoise flats,8857
6299,turquoise flats mexico,11594
6300,gorgeous top beautiful,4283
6301,top beautiful easy,11232
6302,beautiful easy dressed,645
6303,easy dressed work,2815
6304,dressed work worn,2744
6305,work worn pair,12653
6306,worn pair jeans,12687
6307,pair jeans note,7515
6308,jeans note fabric,5112
6309,note fabric semi,7120
6310,fabric semi sheer,3214
6311,semi sheer nude,9190
6312,sheer nude bra,9278
6313,nude bra cami,7147
6314,bra cami must,1145
6315,cami must going,1337
6316,must going fantastic,6865
6317,going fantastic summer,4208
6318,love embroidery detailing,6209
6319,embroidery detailing top,2876
6320,detailing top think,2397
6321,top think shirt,11346
6322,think shirt looks,10987
6323,shirt looks better,9321
6324,better person online,749
6325,person online hourglass,7800
6326,online hourglass shape,7292
6327,hourglass shape loose,4844
6328,shape loose style,9249
6329,loose style shirts,6118
6330,style shirts often,10557
6331,shirts often tents,9350
6332,often tents away,7179
6333,tents away chest,10880
6334,away chest top,481
6335,chest top drapes,1489
6336,top drapes nicely,11255
6337,drapes nicely however,2502
6338,nicely however loose,7068
6339,however loose shirts,4867
6340,loose shirts like,6116
6341,shirts like style,9346
6342,like style belt,5661
6343,style belt waist,10526
6344,belt waist looks,724
6345,waist looks even,11909
6346,looks even better,6059
6347,even better top,2962
6348,better top flatters,753
6349,top flatters broad,11273
6350,flatters broad shoulders,3828
6351,broad shoulders meaning,1188
6352,shoulders meaning make,9458
6353,meaning make look,6634
6354,make look wider,6462
6355,look wider hits,5994
6356,wider hits hips,12494
6357,hits hips also,4756
6358,hips also appreciate,4721
6359,also appreciate armholes,171
6360,appreciate armholes small,343
6361,well top anything,12396
6362,top anything conservative,11228
6363,anything conservative style,313
6364,conservative style high,1917
6365,style high neckline,10540
6366,high neckline blousy,4678
6367,neckline blousy fit,6924
6368,blousy fit would,951
6369,fit would need,3653
6370,would need go,12775
6371,need go little,6945
6372,go little lower,4174
6373,little lower size,5797
6374,lower size want,6383
6375,size want figure,9762
6376,want figure show,11964
6377,figure show guess,3440
6378,show guess might,9472
6379,guess might good,4493
6380,might good church,6712
6381,good church function,4232
6382,church function conservative,1514
6383,function conservative event,4012
6384,conservative event buttonedup,1916
6385,event buttonedup style,3007
6386,buttonedup style also,1287
6387,style also hard,10525
6388,also hard time,186
6389,hard time getting,4561
6390,time getting even,11149
6391,getting even though,4101
6392,even though size,2993
6393,though size tried,11027
6394,size tried large,9753
6395,tried large care,11435
6396,large care feel,5271
6397,care feel fabric,1389
6398,feel fabric either,3339
6399,fabric either although,3166
6400,either although lace,2839
6401,although lace nice,230
6402,got white surprised,4339
6403,white surprised see,12470
6404,surprised see fits,10698
6405,see fits petite,9132
6406,fits petite bust,3696
6407,petite bust purchased,7819
6408,bust purchased xxs,1252
6409,purchased xxs fit,8336
6410,xxs fit perfectly,12905
6411,fit perfectly fabric,3599
6412,perfectly fabric soft,7764
6413,fabric soft kind,3223
6414,soft kind silky,10150
6415,kind silky straps,5198
6416,silky straps long,9551
6417,straps long hem,10458
6418,long hem hit,5872
6419,hem hit hip,4629
6420,hit hip line,4746
6421,hip line buying,4717
6422,line buying color,5714
6423,bought dress consolation,1080
6424,dress consolation prize,2551
6425,consolation prize another,1932
6426,prize another dress,8219
6427,another dress wanted,290
6428,dress wanted suit,2712
6429,wanted suit shocked,11996
6430,suit shocked flattering,10597
6431,shocked flattering hanger,9354
6432,flattering hanger meh,3780
6433,hanger meh material,4516
6434,meh material soft,6680
6435,material soft jersey,6569
6436,soft jersey heathered,10149
6437,jersey heathered hangs,5138
6438,heathered hangs well,4572
6439,hangs well simple,4530
6440,well simple lining,12393
6441,simple lining interfere,9560
6442,lining interfere fit,5736
6443,interfere fit little,4996
6444,fit little low,3571
6445,little low personal,5796
6446,low personal taste,6373
6447,personal taste wear,7814
6448,taste wear cami,10846
6449,wear cami scarf,12143
6450,cami scarf less,1338
6451,scarf less well,9072
6452,less well endowed,5511
6453,well endowed would,12356
6454,endowed would probably,2895
6455,would probably fine,12789
6456,probably fine without,8225
6457,fine without one,3486
6458,without one record,12539
6459,one record typically,7238
6460,record typically wear,8581
6461,typically wear pounds,11644
6462,wear pounds ddd,12187
6463,pounds ddd br,8098
6464,worn top leggings,12695
6465,top leggings straight,11295
6466,leggings straight leg,5439
6467,straight leg jeans,10444
6468,leg jeans looks,5421
6469,jeans looks great,5106
6470,looks great almost,6069
6471,great almost like,4363
6472,almost like shirt,146
6473,like shirt clingy,5652
6474,shirt clingy way,9305
6475,clingy way style,1549
6476,way style large,12118
6477,style large fit,10543
6478,fit great hid,3556
6479,great hid leftover,4413
6480,hid leftover baby,4656
6481,leftover baby belly,5417
6482,baby belly still,502
6483,belly still looked,716
6484,still looked stylish,10381
6485,looked stylish flats,6023
6486,stylish flats boots,10577
6487,flats boots complaintbis,3750
6488,boots complaintbis armholes,1020
6489,complaintbis armholes cut,1859
6490,armholes cut low,383
6491,cut low side,2146
6492,low side bra,6376
6493,side bra visible,9508
6494,bra visible overall,1161
6495,visible overall well,11870
6496,overall well worth,7480
6497,ah wanted love,132
6498,wanted love without,11992
6499,love without anything,6317
6500,without anything pictured,12525
6501,anything pictured petite,316
6502,pictured petite sizing,7932
6503,petite sizing reveals,7856
6504,sizing reveals way,9813
6505,reveals way much,8741
6506,way much side,12103
6507,much side boob,6848
6508,side boob small,9506
6509,boob small cup,1002
6510,small cup ordered,9995
6511,cup ordered xs,2104
6512,ordered xs petite,7439
6513,xs petite fits,12884
6514,petite fits enough,7828
6515,fits enough material,3663
6516,enough material armpits,2915
6517,material armpits fabric,6528
6518,armpits fabric design,387
6519,fabric design great,3161
6520,design great flaw,2361
6521,great flaw sadly,4408
6522,flaw sadly returning,3830
6523,style light color,10544
6524,light color lovely,5519
6525,color lovely summery,1645
6526,lovely summery cut,6360
6527,summery cut sweater,10629
6528,cut sweater work,2158
6529,sweater work overly,10749
6530,work overly soft,12634
6531,overly soft though,7484
6532,soft though would,10176
6533,though would mattered,11032
6534,would mattered fit,12768
6535,mattered fit better,6590
6536,would perfect jacket,12783
6537,perfect jacket trip,7711
6538,jacket trip taking,5072
6539,trip taking light,11460
6540,taking light weight,10802
6541,light weight stylish,5536
6542,weight stylish however,12329
6543,stylish however jacket,10578
6544,however jacket runs,4862
6545,jacket runs huge,5069
6546,runs huge arms,8937
6547,huge arms long,4889
6548,arms long shoulders,396
6549,long shoulders big,5887
6550,shoulders big wear,9448
6551,big wear size,787
6552,wear size mostly,12198
6553,size mostly retailer,9692
6554,mostly retailer clothes,6799
6555,retailer clothes ordered,8673
6556,clothes ordered large,1573
6557,ordered large shoulder,7379
6558,large shoulder seam,5301
6559,shoulder seam past,9438
6560,seam past natural,9090
6561,past natural shoulders,7626
6562,natural shoulders return,6884
6563,shoulders return smaller,9464
6564,return smaller size,8720
6565,smaller size fabric,10074
6566,size fabric wool,9636
6567,fabric wool checked,3247
6568,wool checked unbearably,12569
6569,checked unbearably itchy,1465
6570,unbearably itchy esp,11654
6571,itchy esp around,5016
6572,esp around neck,2937
6573,around neck could,419
6574,neck could wear,6905
6575,could wear long,2029
6576,wear long sleeve,12174
6577,long sleeve top,5891
6578,sleeve top scarf,9900
6579,gorgeous purchased red,4278
6580,purchased red color,8318
6581,red color glowing,8583
6582,color glowing warm,1624
6583,glowing warm complexioncool,4161
6584,warm complexioncool undertones,12013
6585,purchased light red,8311
6586,light red love,5527
6587,red love top,8589
6588,love top incredibly,6302
6589,top incredibly soft,11287
6590,incredibly soft ridiculously,4966
6591,soft ridiculously comfortable,10164
6592,ridiculously comfortable definitely,8801
6593,comfortable definitely worth,1760
6594,definitely worth buying,2317
6595,worth buying material,12709
6596,buying material high,1315
6597,high quality easily,4682
6598,quality easily shift,8376
6599,easily shift season,2804
6600,shift season season,9290
6601,season season wear,9103
6602,season wear alone,9105
6603,wear alone shorts,12130
6604,alone shorts wedges,150
6605,shorts wedges summer,9428
6606,wedges summer put,12299
6607,summer put long,10607
6608,put long sleeve,8353
6609,sleeve top even,9899
6610,top even holding,11256
6611,even holding horses,2972
6612,holding horses jean,4777
6613,horses jean shirt,4830
6614,jean shirt pair,5079
6615,shirt pair black,9328
6616,pair black leggings,7504
6617,black leggings boots,890
6618,leggings boots fall,5429
6619,boots fall absolutely,1021
6620,fall absolutely love,3267
6621,absolutely love softness,27
6622,love softness consistency,6291
6623,softness consistency fabric,10188
6624,dress beautiful vibrant,2531
6625,beautiful vibrant color,678
6626,vibrant color classic,11861
6627,color classic fit,1613
6628,classic fit flare,1526
6629,fit flare fit,3546
6630,flare fit seem,3733
6631,fit seem run,3617
6632,seem run bit,9162
6633,bit large lbs,827
6634,large lbs wore,5283
6635,lbs wore petite,5390
6636,wore petite fit,12592
6637,petite fit nicely,7827
6638,fit nicely flattering,3584
6639,nicely flattering still,7067
6640,flattering still little,3816
6641,still little roomy,10379
6642,little roomy added,5805
6643,roomy added beaded,8877
6644,added beaded belt,77
6645,beaded belt dress,628
6646,belt dress maid,717
6647,dress maid honor,2632
6648,maid honor duties,6441
6649,honor duties despite,4809
6650,duties despite running,2788
6651,despite running around,2371
6652,running around dancing,8929
6653,around dancing hugging,415
6654,dancing hugging buckling,2217
6655,hugging buckling brides,4899
6656,buckling brides shoes,1204
6657,brides shoes holding,1181
6658,shoes holding children,9358
6659,holding children lace,4775
6660,children lace fray,1497
6661,lace fray shape,5250
6662,fray shape held,3927
6663,shape held beautifully,9247
6664,loved moss much,6329
6665,moss much go,6798
6666,much go back,6828
6667,go back get,4163
6668,back get gold,526
6669,get gold chinos,4062
6670,gold chinos look,4224
6671,chinos look wonderful,1501
6672,look wonderful dressed,5996
6673,wonderful dressed pumps,12560
6674,dressed pumps blouse,2737
6675,pumps blouse well,8292
6676,blouse well dressed,945
6677,well dressed sneakers,12355
6678,dressed sneakers tshirt,2738
6679,sneakers tshirt versatile,10094
6680,happy bought top,4539
6681,bought top cute,1117
6682,top cute almost,11251
6683,cute almost little,2164
6684,almost little immaturechildish,147
6685,little immaturechildish right,5782
6686,immaturechildish right bottoms,4940
6687,right bottoms looks,8812
6688,bottoms looks classy,1064
6689,looks classy found,6057
6690,classy found run,1535
6691,found run large,3904
6692,run large sized,8918
6693,large sized one,5303
6694,sized one size,9779
6695,one size fits,7254
6696,size fits good,9643
6697,fits good though,3666
6698,good though straps,4255
6699,though straps feel,11028
6700,straps feel little,10456
6701,feel little tight,3359
6702,little tight rides,5831
6703,tight rides washes,11119
6704,rides washes beautifully,8797
6705,washes beautifully probably,12056
6706,beautifully probably work,684
6707,probably work large,8232
6708,work large chested,12624
6709,large chested women,5273
6710,extremely disappointed arrived,3127
6711,disappointed arrived nothing,2460
6712,arrived nothing like,436
6713,nothing like red,7129
6714,like red color,5646
6715,red color shown,8584
6716,color shown rather,1666
6717,shown rather dull,9488
6718,rather dull reddish,8449
6719,dull reddish color,2782
6720,reddish color reviews,8598
6721,color reviews suggested,1663
6722,reviews suggested thin,8787
6723,suggested thin runs,10590
6724,thin runs large,10944
6725,runs large return,8940
6726,hips bigger size,4724
6727,bigger size us,797
6728,size us cannot,9756
6729,us cannot fully,11739
6730,cannot fully close,1350
6731,fully close robe,3989
6732,close robe model,1554
6733,robe model must,8856
6734,model must wearing,6764
6735,must wearing larger,6870
6736,wearing larger two,12261
6737,larger two sizes,5331
6738,two sizes nice,11619
6739,sizes nice oversized,9793
6740,nice oversized fit,7038
6741,oversized fit fabric,7488
6742,fit fabric soft,3543
6743,fabric soft lux,3224
6744,soft lux amazing,10155
6745,lux amazing weird,6399
6746,amazing weird dart,264
6747,weird dart back,12339
6748,dart back closure,2229
6749,back closure right,513
6750,closure right sadly,1569
6751,right sadly size,8834
6752,sadly size hips,8969
6753,size hips butt,9662
6754,hips butt taller,4727
6755,butt taller thinner,1271
6756,taller thinner would,10818
6757,thinner would kept,11007
6758,would kept worn,12752
6759,kept worn every,5183
6760,worn every day,12676
6761,flattering dress think,3769
6762,dress think black,2702
6763,think black washed,10963
6764,black washed navyblack,915
6765,washed navyblack instead,12052
6766,navyblack instead true,6897
6767,instead true black,4985
6768,true black made,11464
6769,black made matching,898
6770,made matching black,6423
6771,matching black times,6524
6772,black times cardigan,913
6773,times cardigan tightsetc,11167
6774,cardigan tightsetc difficult,1384
6775,bought jacket grey,1089
6776,jacket grey blue,5064
6777,grey blue color,4484
6778,blue color absolutely,953
6779,color absolutely love,1598
6780,absolutely love warm,28
6781,love warm sophisticated,6315
6782,warm sophisticated versatile,12021
6783,sophisticated versatile lbs,10245
6784,versatile lbs medium,11836
6785,lbs medium good,5380
6786,critique zipper gets,2088
6787,zipper gets stuck,12977
6788,gets stuck waistband,4097
6789,stuck waistband every,10511
6790,waistband every time,11929
6791,every time try,3034
6792,time try zip,11164
6793,try zip even,11528
6794,zip even trying,12971
6795,even trying hang,2998
6796,trying hang fabric,11533
6797,hang fabric strange,4511
6798,fabric strange really,3229
6799,strange really cool,10450
6800,really cool fit,8479
6801,cool fit nice,1949
6802,fit nice although,3581
6803,nice although little,7005
6804,although little tiny,232
6805,little tiny bit,5833
6806,tiny bit big,11174
6807,bit big waist,815
6808,big waist got,785
6809,waist got size,11893
6810,got size pockets,4323
6811,size pockets awesome,9711
6812,saw line morning,9031
6813,line morning hesitant,5719
6814,morning hesitant order,6794
6815,hesitant order one,4649
6816,order one size,7349
6817,one size smaller,7258
6818,size smaller decided,9739
6819,smaller decided visit,10068
6820,decided visit local,2281
6821,visit local anthopology,11873
6822,local anthopology store,5849
6823,anthopology store fingers,303
6824,store fingers crossed,10404
6825,fingers crossed would,3489
6826,crossed would size,2096
6827,would size size,12805
6828,size size usually,9726
6829,size usually retailer,9758
6830,usually retailer clothing,11790
6831,retailer clothing size,8675
6832,clothing size perfect,1577
6833,size perfect fabric,9708
6834,perfect fabric quality,7697
6835,fabric quality excellent,3212
6836,quality excellent nice,8378
6837,excellent nice flowy,3059
6838,nice flowy pant,7022
6839,flowy pant legs,3866
6840,pant legs top,7547
6841,legs top one,5452
6842,top one button,11307
6843,one button adjustment,7190
6844,button adjustment shoulder,1275
6845,adjustment shoulder want,97
6846,shoulder want low,9443
6847,want low either,11966
6848,low either way,6370
6849,either way worked,2849
6850,way worked dress,12119
6851,worked dress must,12654
6852,flared skirt caught,3740
6853,skirt caught attention,9845
6854,caught attention first,1432
6855,attention first time,459
6856,first time came,3510
6857,time came website,11144
6858,came website florals,1334
6859,website florals lace,12284
6860,florals lace kind,3838
6861,lace kind girl,5252
6862,kind girl flattering,5193
6863,girl flattering shape,4111
6864,flattering shape stripes,3806
6865,shape stripes kept,9256
6866,stripes kept going,10499
6867,kept going back,5178
6868,going back agin,4203
6869,back agin finally,506
6870,agin finally saw,126
6871,finally saw person,3447
6872,saw person store,9038
6873,person store needed,7807
6874,store needed try,10419
6875,needed try perfect,6967
6876,try perfect colors,11521
6877,perfect colors matte,7689
6878,colors matte metallic,1708
6879,matte metallic thought,6589
6880,metallic thought based,6693
6881,thought based website,11037
6882,based website photo,612
6883,website photo definitely,12286
6884,photo definitely dress,7876
6885,definitely dress chambray,2297
6886,dress chambray shirt,2540
6887,chambray shirt wore,1448
6888,shirt wore work,9344
6889,wore work meeting,12602
6890,work meeting cannot,12627
6891,meeting cannot wait,6679
6892,wait wear bit,11946
6893,wear bit th,12134
6894,like jacket versatile,5611
6895,jacket versatile wear,5073
6896,versatile wear work,11842
6897,wear work play,12240
6898,work play interesting,12638
6899,play interesting detail,8013
6900,interesting detail kept,4993
6901,detail kept based,2376
6902,kept based price,5175
6903,based price details,605
6904,price details olive,8183
6905,details olive color,2409
6906,olive color arms,7188
6907,color arms little,1605
6908,arms little tight,394
6909,top bmeant super,11235
6910,bmeant super fitted,966
6911,super fitted flowy,10653
6912,fitted flowy romantic,3717
6913,flowy romantic ordered,3867
6914,romantic ordered petite,8861
6915,ordered petite decide,7392
6916,petite decide size,7820
6917,decide size keep,2269
6918,size keep usual,9670
6919,keep usual xs,5170
6920,usual xs fine,11768
6921,xs fine wil,12865
6922,fine wil ljsut,3485
6923,wil ljsut compare,12497
6924,ljsut compare length,5847
6925,compare length also,1847
6926,length also curious,5455
6927,also curious hte,175
6928,curious hte smaller,2110
6929,hte smaller size,4886
6930,smaller size order,10075
6931,size order wil,9700
6932,order wil lnever,7362
6933,wil lnever know,12498
6934,lnever know color,5848
6935,know color saw,5233
6936,color saw person,1664
6937,saw person black,9037
6938,person black calssic,7791
6939,black calssic went,875
6940,calssic went shall,1325
6941,went shall wait,12429
6942,shall wait petite,9238
6943,wait petite verdict,11942
6944,cute summer tank,2197
6945,summer tank wear,10612
6946,tank wear capris,10837
6947,wear capris shorts,12144
6948,capris shorts loose,1368
6949,shorts loose fitting,9421
6950,loose fitting normally,6106
6951,fitting normally prefer,3728
6952,normally prefer petite,7103
6953,prefer petite sizing,8103
6954,petite sizing got,7854
6955,sizing got since,9806
6956,got since liked,4322
6957,since liked longer,9576
6958,liked longer length,5697
6959,longer length purchased,5913
6960,length purchased wine,5495
6961,purchased wine navy,8335
6962,wine navy colors,12501
6963,navy colors neckline,6891
6964,colors neckline deep,1709
6965,neckline deep love,6927
6966,needed pink dress,6965
6967,pink dress local,7973
